Age,Gender,HasKids,EduLvl,WorkStatus,AnnualIncome,Occupation,YrsJobHeld,MosJobHeld,CommunitySz,CntryOfRes,MaritalStat,NumSons,NumDaughters,DP1,DP2,DP3,DP4,DP5,AIP1,AIP2,AIP3,AIP4,AIP5,AIP6,AIP7,AIP8,AIP9,AIP10,AIP11,AIP12,AIP13,AIP14,AIP15,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,SWLS1,SWLS2,SWLS3,SWLS4,SWLS5,SelfLabeled,OthersLabel,DPMean,AIPMean,GPMean,SWLSMean
45,Male,1,deg,full-time,87500,Software & IT,17,0,Medium-Sized,United States,Married,0,0,3,3,2,2,2,1,1,3,3,2,3,4,3,2,3,3,3,3,2,3,3,2,4,5,2,2,3,3,4,3,2,3,3,3,4,4,4,3,2,4,3,3,3,4,4,1,1,2.4,2.6,3.15,3.4
45,Male,1,phd,full-time,55e3,Software & IT,1,2,Small Town,United States,Married,1,3,3,3,4,4,4,5,5,5,5,4,3,5,4,4,4,5,5,5,3,5,5,4,4,4,4,3,3,4,4,3,4,4,5,3,4,5,4,4,4,4,2,2,2,1,1,1,1,3.6,4.47,3.95,1.6
45,Female,1,deg,full-time,15e4,engineer,28,0,Medium-Sized,United States,Married,0,1,3,3,4,3,3,1,1,1,4,3,2,3,2,2,3,2,3,2,2,3,3,1,2,3,3,3,3,4,4,1,4,4,1,1,3,3,3,2,2,2,3,3,4,4,3,1,0,3.2,2.27,2.6,3.4
55,Male,1,deg,full-time,15e4,Executive Vice President / Senior Lender,2,4,Small Town,United States,Married,1,1,3,3,2,2,2,2,2,5,2,2,2,2,3,3,3,2,2,3,2,4,4,3,2,2,3,3,3,2,3,2,4,4,4,4,3,3,3,3,3,2,3,2,3,4,2,1,0,2.4,2.6,3,2.8
45,Female,1,phd,part-time,35e3,Attorney,13,0,Medium-Sized,United States,Married,1,1,5,5,4,4,4,2,3,5,5,3,3,5,4,3,5,3,4,4,3,3,1,3,5,4,5,2,4,4,4,3,3,3,2,4,4,3,4,4,4,4,1,1,2,1,1,1,1,4.4,3.67,3.5,1.2
25,Female,0,ma,full-time,35e3,Communications,0,1,Large-City,United States,Single,0,0,3,2,3,3,4,1,3,3,4,3,2,3,3,2,3,2,4,4,4,3,3,2,2,4,2,3,2,3,2,2,4,3,3,2,3,4,3,3,4,4,3,3,3,3,3,1,1,3,2.93,2.9,3
55,Male,1,ma,full-time,15e4,Software & IT,23,4,Small City,United States,Married,0,2,2,3,4,3,3,1,1,5,3,2,1,2,3,4,2,5,3,3,2,3,3,1,2,5,1,5,2,4,2,2,3,2,5,4,3,2,3,3,2,3,2,2,2,4,2,0,0,3,2.67,2.85,2.4
25,Female,0,ma,unemployed,15e3,houswife,1,0,Small Town,United States,Married,0,0,2,3,2,1,1,1,3,3,3,2,1,1,2,1,2,2,3,3,4,2,2,1,3,2,3,2,2,3,2,2,4,3,2,3,2,1,1,3,2,1,4,4,4,5,5,0,0,1.8,2.2,2.2,4.4
55,Male,0,deg,full-time,87500,Writer,0,8,Large Town,United States,Divorced,0,0,3,2,2,1,1,1,1,5,3,2,1,1,4,1,3,2,1,2,1,1,3,2,2,4,1,2,2,3,3,1,2,3,1,2,3,2,3,3,3,3,3,3,4,3,3,1,0,1.8,1.93,2.4,3.2
28,Female,0,ltuni,full-time,25e3,Supervisor,0,6,Medium-Sized,United States,Single,0,0,5,5,5,4,4,2,1,5,1,1,1,4,2,4,4,4,2,2,1,2,5,1,5,5,1,5,1,5,1,1,3,5,5,5,4,5,5,4,5,4,1,3,4,3,1,1,0,4.6,2.4,3.75,2.4
32.5,Female,0,ma,full-time,55e3,Director of Academic Affairs,2,6,Large-City,United States,Single,0,0,1,1,1,1,1,3,3,5,4,1,4,1,4,1,3,5,4,2,5,4,2,1,1,5,4,2,3,2,4,2,3,3,4,1,4,4,3,2,1,5,4,4,5,5,3,1,1,1,3.27,2.8,4.2
45,Male,1,phd,unemployed,1e4,NA,2,0,Medium-Sized,United States,Married,1,1,4,3,4,4,4,1,1,2,3,2,2,4,2,1,3,1,2,1,2,1,5,1,3,2,2,2,2,3,4,2,1,4,1,3,4,3,2,5,4,4,4,3,5,5,4,1,0,3.8,1.87,2.85,4.2
16.5,Female,0,ltuni,student,1e4,NA,0,0,Large-City,United States,NA,0,0,3,3,4,1,1,1,2,1,3,1,2,2,3,1,3,3,3,4,1,1,2,1,2,5,3,2,2,3,2,1,4,3,2,3,3,5,2,3,2,2,4,4,4,5,5,1,0,2.4,2.07,2.6,4.4
28,Female,0,deg,full-time,45e3,Journalist,2,2,Small City,United States,Single,0,0,5,4,4,4,4,3,5,3,4,5,5,5,5,5,5,3,3,4,4,5,5,4,4,5,3,4,5,3,5,5,4,5,2,3,5,5,5,5,5,5,2,3,2,2,1,1,1,4.2,4.27,4.35,2
28,Female,0,phd,full-time,55e3,NA,1,8,Large-City,United States,Single,0,0,5,5,3,3,2,2,1,4,1,1,1,2,4,2,4,3,1,4,2,2,5,5,3,5,1,2,4,3,5,2,2,4,4,3,3,4,4,4,5,4,2,5,1,2,2,1,1,3.6,2.27,3.6,2.4
55,Male,1,phd,full-time,25e4,Healthcare,17,0,Large-City,United States,Married,0,2,3,3,3,2,2,1,1,3,2,3,2,3,3,2,2,5,2,1,1,3,3,2,2,1,3,3,2,3,3,2,3,3,1,3,3,4,3,3,3,3,2,2,2,2,2,1,1,2.6,2.27,2.65,2
24,Male,0,deg,full-time,67500,Attorney,0,2,Small City,United States,Married,0,0,4,5,4,5,4,3,2,4,1,5,5,2,5,4,4,4,3,4,2,5,5,2,3,3,3,2,5,3,5,2,4,5,2,3,5,4,3,5,5,4,4,4,4,4,4,1,1,4.4,3.53,3.65,4
55,Female,1,high,full-time,35e3,Graphic Designer,9,3,Medium-Sized,United States,Divorced,1,1,4,3,5,3,3,1,1,4,2,2,1,2,2,1,3,2,2,2,2,2,3,2,3,2,1,2,3,3,3,2,2,2,2,4,2,4,2,2,3,3,3,2,2,3,3,1,1,3.6,1.93,2.5,2.6
67.5,Male,0,ltuni,retired,1e4,NA,12,0,Small City,United States,Single,0,0,3,3,3,3,3,2,2,5,2,2,1,2,3,3,2,3,4,3,3,3,3,1,3,2,3,4,3,3,3,3,3,3,4,3,3,2,2,3,3,4,4,2,3,2,3,1,0,3,2.67,2.9,2.8
55,Female,1,deg,full-time,67500,Healthcare,1,7,Large Town,United States,Divorced,0,1,2,4,2,3,3,4,4,5,4,4,3,5,5,4,5,3,4,4,4,5,5,3,4,2,5,5,5,3,5,5,5,5,5,4,4,2,2,3,5,5,3,4,4,5,5,1,1,2.8,4.2,4.1,4.2
32.5,Female,0,ma,student,15e3,NA,6,0,Large-City,United States,Single,0,0,4,5,5,3,3,4,2,4,2,4,2,3,5,5,4,2,2,3,2,3,3,3,2,2,4,2,3,5,4,2,2,4,3,3,5,3,3,4,3,4,3,3,3,3,3,1,NA,4,3.13,3.2,3
37.5,Female,0,phd,full-time,67500,Editor,10,0,Large-City,United States,Divorced,0,0,5,5,5,2,2,2,2,2,4,4,3,3,3,2,4,3,4,4,4,3,4,2,4,5,2,3,3,4,2,4,4,3,4,3,3,4,3,4,3,3,4,4,5,5,4,1,0,3.8,3.13,3.35,4.4
21,Female,0,deg,student,1e4,Education,2,0,Large-City,United States,Single,0,0,3,2,3,2,2,2,2,5,5,1,3,2,4,2,3,4,5,3,4,4,2,1,2,5,5,4,2,3,1,2,4,1,2,5,3,3,3,1,2,1,3,4,5,5,5,0,0,2.4,3.27,2.6,4.4
32.5,Female,0,phd,full-time,67500,engineer,1,0,Small City,United States,Married,0,0,4,2,2,1,1,2,2,4,2,2,2,1,3,2,3,3,4,4,2,3,3,3,2,5,4,4,4,3,3,3,4,4,4,5,4,4,4,4,4,5,4,5,4,4,5,1,0,2,2.6,3.8,4.4
28,Female,0,phd,full-time,35e3,Science,0,1,Small City,United States,Married,0,0,3,3,2,1,1,1,1,2,2,2,2,3,3,1,4,2,1,1,1,2,4,3,2,4,2,2,3,4,4,3,2,5,1,2,3,3,3,4,4,4,3,4,3,4,4,1,1,2,1.87,3.1,3.6
37.5,Female,0,ma,full-time,87500,Librarian,2,0,Large-City,United States,Married,0,0,2,3,3,2,2,1,1,1,2,1,2,1,1,1,2,2,1,3,2,1,2,1,1,2,2,2,1,2,1,1,4,1,1,1,1,3,1,1,2,1,3,3,4,4,3,0,0,2.4,1.47,1.55,3.4
28,Female,0,ma,full-time,15e4,Project Manager,0,9,Medium-Sized,United States,Single,0,0,3,2,3,1,1,2,2,4,2,2,2,2,4,2,2,2,2,4,2,2,4,2,4,4,2,2,5,3,5,2,4,4,4,4,3,4,4,3,3,5,3,3,3,4,4,1,1,2,2.4,3.55,3.4
45,Female,0,deg,full-time,25e3,Science,6,0,Large-City,United States,Married,0,0,5,4,3,3,1,1,1,2,3,4,3,2,4,4,4,3,2,3,2,3,2,1,1,3,1,1,4,2,4,3,3,4,1,2,4,5,3,2,3,2,4,4,4,4,4,1,0,3.2,2.73,2.55,4
28,Female,0,ma,full-time,25e3,Temp,0,1,Large-City,United States,Single,0,0,4,1,4,4,4,1,2,1,4,4,3,4,5,3,4,2,4,3,2,2,3,1,1,5,2,2,3,4,4,3,4,4,1,3,5,3,3,4,3,3,3,4,2,3,2,1,1,3.4,2.93,3.05,2.8
23,Female,1,ltuni,full-time,67500,Production Operations Support Analyst,1,0,Large Town,United States,Single,0,1,2,1,2,1,1,1,1,3,3,1,4,3,2,2,2,1,2,1,3,2,3,1,1,2,2,1,2,2,3,3,3,3,1,2,1,2,2,2,2,2,3,3,3,3,3,1,0,1.4,2.07,2,3
19,Female,0,ltuni,student,1e4,NA,NA,0,Large-City,United States,Single,0,0,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,3,3,1,1,1,3,2,3,2,2,2,2,4,2,2,2,2,1,2,2,2,4,4,5,5,5,1,0,2,1.73,2.05,4.6
23,Female,0,ltuni,part-time,1e4,Student,2,6,Large Town,United States,Single,0,0,3,3,1,1,1,1,3,4,4,4,1,2,5,4,5,1,4,3,4,3,5,1,3,4,2,3,3,2,4,5,5,4,3,3,5,3,3,5,2,3,3,4,3,4,3,1,1,1.8,3.2,3.4,3.4
55,Female,0,ma,full-time,87500,NA,28,0,Large Town,United States,Widowed,0,0,3,1,1,1,1,1,1,3,3,3,2,1,2,2,2,3,1,2,2,1,2,1,1,3,3,4,3,2,3,1,4,3,3,2,4,4,1,2,1,2,1,1,1,3,1,0,0,1.4,1.93,2.45,1.4
32.5,Female,0,ma,full-time,35e3,Education,3,6,Medium-Sized,United States,Divorced,0,0,1,1,1,1,1,2,2,5,4,1,1,1,3,1,2,2,3,3,1,3,3,1,1,1,2,2,1,1,1,2,2,3,3,2,4,5,3,1,1,5,5,5,5,5,4,1,0,1,2.27,2.2,4.8
19,Male,0,ltuni,unemployed,NA,NA,1,0,Large Town,United States,Single,0,0,4,4,3,3,3,4,3,5,3,3,2,5,5,3,5,4,4,4,3,3,3,3,4,3,2,2,4,4,5,3,3,5,4,3,5,4,4,2,3,4,3,2,3,3,1,1,1,3.4,3.73,3.5,2.4
67.5,Female,1,deg,part-time,25e3,Business Owner,23,0,Small Town,United States,Divorced,3,0,3,3,4,4,4,3,1,3,2,3,3,1,3,3,4,5,2,3,1,3,3,2,3,2,2,2,3,4,4,1,4,3,4,5,4,5,4,4,5,4,4,2,3,4,4,1,1,3.6,2.67,3.4,3.4
55,Male,1,phd,full-time,15e4,Attorney,28,0,Medium-Sized,United States,Married,4,0,4,3,2,2,2,1,1,5,2,3,2,3,3,3,3,2,2,3,2,3,2,1,2,3,2,2,2,2,4,2,2,3,4,4,4,3,2,3,3,4,4,4,4,4,4,1,0,2.6,2.53,2.7,4
28,Female,0,ma,full-time,35e3,Librarian,2,0,Medium-Sized,United States,Married,0,0,3,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,4,2,2,2,3,2,2,2,3,1,2,2,3,2,2,2,1,3,2,3,1,2,0,0,2.2,1.6,2.15,2.2
37.5,Female,0,ma,student,1e4,Student,0,3,Large-City,United States,Married,0,0,3,3,1,1,1,1,1,2,2,3,2,2,2,2,2,4,3,3,1,3,4,2,2,4,4,2,2,1,3,2,5,4,1,2,3,4,4,3,5,3,4,4,4,3,3,1,1,1.8,2.2,3,3.6
55,Female,0,dip,full-time,35e3,CAD operator,4,1,Medium-Sized,United States,Single,0,0,4,3,3,3,3,1,2,2,4,3,4,4,3,4,4,3,3,4,3,3,4,2,5,5,2,2,4,3,4,3,4,4,2,3,3,3,2,4,3,4,2,3,3,1,2,1,1,3.2,3.13,3.3,2.2
55,Male,1,ltuni,full-time,87500,Plant Engineering Supervisor,17,0,Small City,United States,Widowed,1,1,4,5,5,5,5,2,2,5,3,4,4,5,2,2,3,1,2,1,4,5,4,1,2,4,4,4,4,3,5,1,3,4,1,2,2,5,4,2,5,4,4,2,2,5,1,1,1,4.8,3,3.2,2.8
16.5,Female,0,ltuni,student,1e4,clerk,0,6,Village,United States,Single,0,0,3,3,3,3,3,2,2,3,2,2,3,2,3,2,3,4,3,3,2,3,4,2,4,4,4,2,4,4,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,1,1,3,2.6,3.15,3.8
55,Female,1,deg,full-time,45e3,Software & IT,6,0,Small City,United States,Married,0,1,3,3,2,1,5,1,1,1,3,3,1,2,4,4,5,2,1,3,2,3,5,2,3,3,2,1,4,3,4,1,3,4,3,1,4,1,2,5,4,5,3,4,5,5,4,1,0,2.8,2.4,3,4.2
55,Male,0,ma,unemployed,45e3,Education,8,0,Medium-Sized,United States,Single,0,0,2,3,1,1,1,2,1,3,2,2,2,2,2,1,2,2,2,3,1,2,2,1,2,3,1,2,2,2,3,1,1,3,3,2,2,1,1,3,2,3,1,2,3,4,2,0,1,1.6,1.93,2,2.4
45,Female,0,deg,full-time,87500,Insurance Claims Supervisor,1,1,Large-City,United States,Single,0,0,5,4,3,3,3,2,2,5,3,3,4,3,2,2,4,5,3,2,2,3,3,4,3,5,5,2,3,2,4,4,3,4,3,3,3,4,3,4,4,5,1,2,1,3,1,1,0,3.6,3,3.55,1.6
45,Female,1,phd,full-time,67500,Education,9,8,Large-City,United States,Married,0,0,3,2,4,3,3,2,2,2,4,3,3,3,4,2,4,4,3,5,2,4,4,3,3,4,3,3,4,4,3,3,3,4,4,3,4,4,4,3,4,3,4,4,4,5,4,1,0,3,3.13,3.5,4.2
55,Male,1,phd,full-time,25e4,NA,0,0,Medium-Sized,United States,Married,0,0,2,3,3,3,2,3,2,4,2,3,2,3,3,3,3,2,2,4,2,3,3,3,3,5,3,3,4,4,3,3,3,4,5,5,4,3,2,3,3,4,4,4,4,4,4,1,1,2.6,2.73,3.5,4
32.5,Female,0,deg,unemployed,1e4,houswife,5,6,Medium-Sized,United States,Married,0,0,4,2,3,3,3,1,1,3,2,3,1,2,3,2,5,2,4,2,4,3,5,2,1,2,3,5,4,4,4,2,3,5,2,2,4,1,1,4,4,4,5,5,4,4,4,1,0,3,2.53,3.1,4.4
45,Female,0,phd,full-time,87500,Healthcare,5,0,Medium-Sized,United States,Single,0,0,3,2,3,3,3,1,3,4,5,3,4,5,4,3,4,2,5,2,5,4,3,2,3,3,3,3,2,3,3,2,4,4,1,3,4,3,3,4,4,4,3,3,3,4,3,1,1,2.8,3.6,3.05,3.2
32.5,Female,0,ma,full-time,15e4,manager,9,0,Rural/Country,United States,Married,0,0,4,3,4,3,3,1,1,5,3,3,4,4,4,3,4,2,4,2,3,3,4,1,2,4,2,3,4,4,4,2,3,4,1,3,4,2,1,5,4,5,3,3,4,4,4,1,1,3.4,3.07,3.1,3.6
55,Female,1,deg,full-time,25e3,Library technician,1,4,Medium-Sized,United States,Divorced,0,1,4,4,4,3,3,1,1,4,3,4,3,3,4,3,4,3,3,4,3,4,4,3,3,4,3,4,3,4,3,2,4,3,2,3,4,4,4,4,3,4,3,3,4,4,4,1,1,3.6,3.13,3.4,3.6
55,Female,0,ma,full-time,15e4,engineer,12,0,Medium-Sized,United States,Married,0,0,3,2,3,2,2,1,2,4,3,3,2,2,2,2,3,3,3,3,2,2,3,3,2,2,2,3,2,4,3,4,3,4,1,2,2,3,2,3,3,2,3,3,3,4,3,0,0,2.4,2.47,2.65,3.2
55,Female,0,phd,full-time,35e3,Writer,4,0,Large-City,United States,Divorced,0,0,5,4,3,3,4,4,3,4,4,4,4,4,5,4,4,2,4,3,4,4,4,2,4,5,4,4,4,4,4,5,5,5,5,3,4,2,3,3,3,2,3,3,2,2,2,1,1,3.8,3.8,3.75,2.4
37.5,Female,0,phd,full-time,45e3,Education,9,0,Medium-Sized,United States,Single,0,0,4,4,4,2,2,1,3,2,4,4,4,3,3,2,4,5,3,5,5,4,4,1,4,1,4,3,3,5,2,4,2,4,3,3,2,3,3,5,3,3,4,5,5,5,2,1,1,3.2,3.47,3.1,4.2
55,Male,0,deg,full-time,87500,consultant,1,6,Large-City,United States,Married,0,0,3,2,2,2,2,1,1,3,3,3,3,3,3,1,3,2,2,3,1,3,3,1,2,3,1,2,3,2,3,2,2,3,1,2,3,3,2,3,1,2,3,3,3,1,1,1,0,2.2,2.33,2.2,2.2
25,Female,0,ltuni,student,1e4,Customer Service,1,3,Medium-Sized,United States,Single,0,0,5,5,3,3,3,3,5,5,5,1,2,5,5,5,5,2,5,3,5,5,5,3,2,5,5,5,4,3,5,5,5,5,4,4,5,4,4,5,5,5,3,4,3,2,2,1,1,3.8,4.07,4.4,2.8
67.5,Male,1,ltuni,part-time,15e3,chauffeur,17,0,Rural/Country,United States,Married,1,3,3,5,4,3,4,2,1,5,1,4,2,2,2,2,4,5,1,4,1,5,4,3,3,2,2,2,4,5,4,1,4,4,4,3,4,5,3,5,5,5,1,1,1,4,2,1,1,3.8,2.73,3.6,1.8
55,Male,1,ltuni,full-time,15e4,Corporation President,28,0,Small City,United States,Married,1,1,2,2,1,1,1,1,4,2,5,3,5,3,3,2,4,2,4,2,5,3,3,1,1,1,3,1,3,2,5,5,5,4,4,2,2,4,1,5,4,3,5,4,4,5,5,1,1,1.4,3.2,2.95,4.6
28,Female,0,deg,full-time,67500,Software & IT,4,0,Medium-Sized,United States,Married,0,0,4,4,4,3,3,3,3,4,3,3,2,3,2,3,3,4,4,4,3,3,4,3,3,4,4,4,4,4,4,2,3,4,4,5,4,4,4,3,3,4,4,4,4,4,3,1,1,3.6,3.13,3.7,3.8
32.5,Female,0,ma,full-time,67500,Editor,1,10,Small Town,United States,Single,0,0,3,2,3,2,2,1,1,4,1,2,1,2,4,3,2,3,4,4,1,2,3,2,2,3,3,2,2,3,5,1,2,5,2,2,3,3,3,3,3,4,3,3,3,3,3,1,0,2.4,2.33,2.8,3
67.5,Female,1,phd,full-time,67500,Administrative Assistant,3,0,Small City,United States,Married,1,1,3,3,2,2,2,1,3,2,3,2,4,1,3,2,3,4,3,3,4,4,4,3,3,2,2,2,3,3,4,3,2,4,3,2,2,1,1,2,3,2,3,3,3,3,3,1,0,2.4,2.8,2.55,3
55,Female,0,phd,full-time,87500,specialist,2,10,Large Town,United States,NA,0,0,3,3,3,3,3,1,1,5,3,2,3,2,4,2,5,3,3,3,2,4,4,2,3,3,4,3,2,3,5,2,2,4,4,2,4,2,4,5,4,4,3,2,3,1,1,1,0,3,2.87,3.3,2
55,Female,0,ma,unemployed,87500,Unemployed,0,0,Large-City,United States,Single,0,0,3,2,3,3,3,5,1,3,4,3,2,3,3,3,4,3,2,2,3,2,2,1,1,3,5,3,3,2,3,2,4,4,5,3,4,1,3,3,4,2,2,2,3,2,1,1,0,2.8,2.87,2.9,2
45,Female,1,phd,full-time,67500,Education,10,7,Large Town,United States,Married,1,0,3,2,1,1,1,2,2,2,3,3,4,3,4,4,4,1,2,2,3,4,5,2,1,1,2,5,4,2,5,1,1,4,3,3,4,3,2,5,4,4,3,3,4,5,5,1,1,1.6,2.87,3.05,4
45,Female,1,deg,full-time,87500,Software & IT,6,7,Large Town,United States,Divorced,1,1,2,3,3,1,1,1,1,4,3,2,3,3,4,2,5,3,1,2,1,3,4,1,4,4,4,1,4,4,4,2,2,4,5,4,5,5,5,4,5,4,4,4,4,4,3,1,1,2,2.53,3.75,3.8
67.5,Male,1,phd,full-time,87500,psychologis,30,0,Medium-Sized,United States,Married,1,1,3,3,2,1,1,1,2,2,3,2,2,3,2,2,3,4,3,2,1,2,4,2,2,2,1,2,2,2,3,2,4,3,2,2,2,3,2,3,2,2,3,3,3,4,3,0,0,2,2.27,2.35,3.2
32.5,Female,0,deg,full-time,67500,Project Manager,2,0,Medium-Sized,United States,Single,0,0,3,4,2,1,1,1,1,2,1,2,3,2,2,1,1,3,1,2,1,1,3,1,2,1,3,3,3,2,3,1,3,1,1,3,2,4,3,2,2,3,4,4,4,4,3,1,0,2.2,1.6,2.3,3.8
45,Female,0,ltuni,full-time,67500,Market Analyst,10,0,Large-City,United States,Single,0,0,4,4,4,4,4,2,1,3,4,4,3,3,3,4,4,3,2,2,2,4,3,2,2,2,2,3,4,3,3,2,2,3,3,2,4,4,3,4,3,4,1,2,1,1,1,1,0,4,2.93,2.9,1.2
55,Male,1,deg,full-time,67500,manager,1,10,Medium-Sized,United States,Divorced,0,1,4,4,3,2,2,1,1,5,3,3,1,1,3,3,4,2,2,2,2,2,4,1,4,2,3,2,4,3,4,1,2,4,2,3,3,1,2,5,4,4,3,4,3,4,2,1,0,3,2.33,2.9,3.2
37.5,Female,0,deg,full-time,87500,Software & IT,0,2,Small City,United States,Married,0,0,2,3,3,1,1,1,1,2,2,2,1,3,3,3,2,3,2,3,2,1,2,1,2,2,2,2,2,3,2,3,2,3,1,2,2,3,2,3,3,3,5,5,5,5,5,1,1,2,2.07,2.25,5
37.5,Female,0,ma,part-time,35e3,Proofreader,5,0,Large-City,United States,Single,0,0,4,3,3,3,3,3,2,5,4,3,4,3,5,4,5,4,3,4,2,4,3,3,3,4,1,2,2,3,4,3,2,5,3,3,5,5,5,5,5,5,3,2,2,1,2,1,0,3.2,3.67,3.55,2
32.5,Male,0,phd,full-time,15e4,Attorney,7,7,Large-City,United States,Married,0,0,2,3,2,2,2,1,1,1,3,2,4,3,3,1,3,2,3,4,1,3,4,1,2,4,3,2,3,2,3,1,4,2,1,4,4,5,4,3,4,1,3,3,2,3,1,1,1,2.2,2.33,2.85,2.4
55,Male,1,phd,full-time,87500,psychologis,28,0,Small City,United States,Married,1,1,4,2,1,2,2,2,2,2,4,4,4,4,4,1,4,3,5,1,2,3,3,3,4,3,1,1,4,3,4,5,5,5,2,2,3,4,2,2,2,4,4,4,4,4,4,1,0,2.2,3,3.1,4
55,Female,1,ma,full-time,67500,Education,9,0,Medium-Sized,United States,Divorced,1,0,4,4,4,3,3,2,5,4,5,5,5,5,5,3,5,4,5,3,5,5,5,3,4,5,3,1,2,4,4,5,5,5,4,4,5,5,5,4,5,5,3,3,4,3,3,1,1,3.6,4.4,4.15,3.2
28,Female,0,deg,full-time,45e3,Architect,2,0,Medium-Sized,United States,Married,0,0,4,3,3,4,3,1,3,2,5,4,4,3,4,5,5,2,5,3,4,4,4,2,3,2,2,3,4,4,4,3,3,5,3,1,4,3,3,4,4,3,2,3,3,4,4,1,1,3.4,3.6,3.2,3.2
32.5,Female,1,dip,full-time,87500,Project Manager,1,6,Small City,United States,Married,0,1,3,4,2,2,2,1,1,2,3,4,4,2,3,1,2,3,1,4,3,4,4,2,2,5,1,3,3,3,3,1,2,3,1,4,4,4,4,4,4,4,3,2,2,2,3,1,1,2.6,2.53,3.05,2.4
55,Male,1,ma,NA,NA,Artist,28,0,Medium-Sized,United States,Divorced,0,1,2,2,3,2,2,3,2,5,3,2,1,3,3,2,2,2,3,3,2,3,3,2,4,2,2,3,2,3,3,3,3,3,3,3,3,4,3,3,4,3,5,5,5,5,4,1,0,2.2,2.6,2.95,4.8
55,Male,1,deg,full-time,87500,Software & IT,17,0,Large-City,United States,Married,0,1,4,4,2,3,3,1,1,3,2,5,4,4,5,5,5,2,2,2,2,5,5,3,1,5,3,2,4,3,5,1,3,5,2,3,5,3,5,5,5,4,2,3,2,2,2,1,1,3.2,3.2,3.6,2.2
37.5,Female,0,phd,full-time,67500,Attorney,5,0,Large-City,United States,Single,0,0,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,4,5,1,3,5,4,5,5,5,5,1,4,5,5,5,5,5,5,3,3,2,4,3,1,1,1.8,4.73,4,3
32.5,Male,0,deg,full-time,67500,Editor,10,8,Large-City,United States,Single,0,0,3,1,1,1,1,2,1,2,2,4,1,3,4,1,1,3,2,3,1,3,3,1,5,5,1,1,3,2,3,4,2,4,3,3,4,5,4,3,4,4,3,4,4,3,3,1,1,1.4,2.2,3.2,3.4
20,Female,0,ltuni,student,1e4,clerk,0,2,Large-City,United States,Separated,0,0,3,4,3,3,3,2,4,3,3,4,3,4,4,3,3,5,5,4,4,4,1,2,2,5,4,5,5,4,4,2,5,3,2,4,4,2,4,5,2,4,2,2,1,3,2,1,1,3.2,3.67,3.45,2
37.5,Female,1,phd,full-time,15e4,President,0,10,Medium-Sized,United States,Married,0,0,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,2,5,2,3,3,2,2,1,4,2,2,2,1,1,2,3,2,2,2,5,3,2,2,2,4,4,4,4,2,0,0,1.2,1.8,2.25,3.6
24,Female,0,deg,unemployed,NA,NA,0,0,Large-City,United States,Single,0,0,5,5,5,4,4,4,4,4,4,5,4,5,4,4,4,3,3,3,4,3,5,3,3,4,4,3,4,4,5,4,3,4,4,4,4,3,3,4,4,3,2,1,2,1,1,1,1,4.6,3.87,3.75,1.4
55,Male,1,ma,full-time,87500,Corporate Trainer,3,6,Medium-Sized,United States,Married,0,1,2,2,2,3,3,1,1,3,3,3,1,2,2,1,3,1,2,2,2,3,3,1,1,1,1,1,1,2,1,1,1,3,1,2,2,2,1,2,2,2,3,4,4,4,3,1,0,2.4,2,1.55,3.6
28,Female,1,deg,full-time,35e3,NA,7,0,Small Town,United States,Divorced,1,1,4,1,4,1,1,1,1,5,5,1,3,5,5,1,5,1,5,1,5,4,5,1,3,4,1,1,4,5,4,4,5,4,1,1,4,4,4,3,5,1,5,5,5,5,5,1,1,2.2,3.2,3.2,5
32.5,Female,0,ltuni,full-time,25e3,NA,1,0,Village,United States,Single,0,0,3,3,3,2,2,2,1,1,1,2,1,3,3,2,2,4,2,3,1,5,4,4,1,4,1,1,3,3,5,1,3,3,3,3,4,4,5,3,3,2,3,3,3,3,3,1,1,2.6,2.2,3,3
45,Female,1,phd,part-time,15e3,NA,2,0,Large Town,United States,Married,0,1,3,3,3,1,1,1,2,2,4,3,3,2,3,2,4,3,3,3,3,3,3,2,2,3,3,2,3,3,4,4,4,4,3,3,3,4,4,4,3,4,4,3,4,4,3,1,1,2.2,2.73,3.25,3.6
45,Female,0,ma,full-time,55e3,NA,14,0,Village,United States,Divorced,0,0,3,4,3,2,2,2,3,5,5,4,3,5,5,5,5,4,5,3,5,3,4,3,2,5,3,4,3,4,3,3,5,3,2,4,5,4,3,5,3,5,1,1,2,1,1,1,1,2.8,4.13,3.65,1.2
55,Female,1,phd,unemployed,87500,NA,0,0,Small Town,United States,Married,1,1,2,2,2,1,1,1,1,1,4,1,1,3,2,1,2,3,3,3,2,1,3,1,1,2,2,1,3,3,2,2,4,3,1,1,1,3,2,3,3,2,5,4,4,5,4,0,0,1.6,1.93,2.15,4.4
