CntryOfRes,Age,Gender,HasKids,EduLvl,WorkStatus,AnnualIncome,Occupation,YrsJobHeld,MosJobHeld,CommunitySz,MaritalStat,NumSons,NumDaughters,DP1,DP2,DP3,DP4,DP5,AIP1,AIP2,AIP3,AIP4,AIP5,AIP6,AIP7,AIP8,AIP9,AIP10,AIP11,AIP12,AIP13,AIP14,AIP15,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,SWLS1,SWLS2,SWLS3,SWLS4,SWLS5,SelfLabeled,OthersLabel,DPMean,AIPMean,GPMean,SWLSMean,HDI,hdi_group
United States,37.5,Male,1,ma,full-time,15e4,Software & IT,4,0,Medium-Sized,Married,0,1,3,2,3,2,2,2,1,4,2,3,2,2,3,3,3,2,2,2,2,2,2,1,2,2,3,2,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,3,4,4,4,0,0,2.4,2.33,2.25,3.6,0.92,very high
United States,21,Female,0,ltuni,student,NA,NA,0,0,Medium-Sized,Single,0,0,5,4,4,3,3,1,2,5,3,3,4,5,5,3,3,2,3,3,3,1,4,1,3,3,2,3,3,4,5,2,3,4,1,3,5,3,2,5,4,5,2,3,3,4,2,1,1,3.8,3.07,3.25,2.8,0.92,very high
United States,32.5,Female,0,deg,full-time,25e3,secretary,5,0,Medium-Sized,Married,0,0,3,3,3,3,3,1,1,1,4,3,2,3,2,2,5,4,4,3,3,4,4,3,2,4,3,4,4,4,4,2,4,4,2,2,5,3,1,4,4,3,3,3,3,4,2,1,1,3,2.8,3.3,3,0.92,very high
United States,32.5,Female,0,ma,full-time,67500,Program director at a non-profit organiz,2,0,Large-City,NA,0,0,3,3,3,2,3,2,2,3,4,2,3,3,2,2,4,2,3,2,2,4,4,2,2,3,4,2,4,2,3,4,3,4,2,2,3,5,4,3,3,4,4,4,4,4,4,1,0,2.8,2.67,3.15,4,0.92,very high
United States,55,Female,0,ma,part-time,67500,Tax Examiner,1,0,Large-City,Single,0,0,4,4,3,2,2,1,1,4,2,2,3,3,4,2,4,2,1,2,1,2,4,3,4,2,4,4,4,4,4,1,4,3,2,4,4,4,4,3,4,4,4,5,4,5,4,1,1,3,2.27,3.5,4.4,0.92,very high
United States,21,Male,0,ltuni,student,1e4,NA,3,0,Medium-Sized,Single,0,0,4,4,2,1,1,2,1,1,4,2,2,4,3,2,4,2,1,3,2,1,3,1,2,4,2,3,4,3,4,2,2,3,3,2,4,3,3,4,3,4,3,4,4,4,3,1,1,2.4,2.27,2.95,3.6,0.92,very high
United States,32.5,Male,0,deg,full-time,45e3,Software & IT,8,0,Large Town,Single,0,0,4,4,4,3,3,1,3,5,4,3,2,4,3,3,4,5,4,2,3,3,4,2,2,4,3,4,3,3,4,3,3,4,2,3,3,5,3,4,4,3,2,3,2,2,2,1,1,3.6,3.27,3.3,2.2,0.92,very high
United States,22,Female,0,deg,full-time,45e3,Education,0,10,Large-City,Single,0,0,3,4,4,2,2,2,2,2,4,4,5,4,4,3,4,4,5,4,3,3,4,2,2,5,4,5,4,5,4,3,2,4,2,3,4,4,3,5,4,5,1,1,2,3,2,1,1,3,3.53,3.7,1.8,0.92,very high
United States,19,Female,0,ltuni,student,NA,NA,0,0,Medium-Sized,Single,0,0,3,2,2,1,2,4,2,2,2,1,1,1,2,4,1,2,2,2,1,1,2,1,2,5,3,2,2,2,3,2,4,3,2,2,2,2,3,1,3,2,4,4,4,4,4,0,0,2,1.87,2.4,4,0.92,very high
United States,45,Female,0,deg,full-time,87500,Graphic Designer,28,0,Large-City,Single,0,0,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,2,1,1,1,1,1,5,2,2,1,1,1,2,3,3,1,2,1,2,1,1,1,1,5,5,5,5,5,0,0,1,1.4,1.65,5,0.92,very high
United States,21,Female,0,ltuni,student,1e4,NA,3,0,Medium-Sized,Married,0,0,3,3,4,4,4,3,3,4,4,3,2,5,3,3,3,4,3,4,3,3,3,3,3,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,1,1,3.6,3.33,3.7,3.8,0.92,very high
United States,45,Female,0,ma,full-time,67500,Writer,17,0,Medium-Sized,Single,0,0,3,3,2,2,2,2,2,4,3,2,2,3,2,1,1,3,3,3,2,3,3,1,1,2,3,3,2,3,3,2,4,3,3,2,2,3,2,3,3,2,4,4,4,3,3,0,0,2.4,2.4,2.5,3.6,0.92,very high
United States,28,Male,0,phd,full-time,25e4,Attorney,2,0,Large-City,Single,0,0,2,3,2,2,2,1,1,2,3,2,3,3,3,2,2,2,1,3,1,2,3,1,2,4,4,2,3,2,3,2,2,3,3,3,3,4,4,2,4,3,4,5,5,5,4,1,0,2.2,2.07,2.85,4.6,0.92,very high
United States,45,Male,0,ma,full-time,1e4,Artist,9,2,Small City,Single,0,0,1,2,3,1,1,1,1,3,1,1,1,1,1,4,1,3,1,3,1,2,4,1,1,2,1,1,3,4,4,1,5,3,2,2,3,4,3,4,4,4,2,2,1,3,2,1,0,1.6,1.67,2.8,2,0.92,very high
United States,32.5,Female,0,phd,full-time,55e3,Education,3,9,Large-City,Single,0,0,5,5,4,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,5,2,1,5,5,2,5,2,5,1,1,5,3,2,2,5,4,5,4,4,5,5,5,5,5,1,0,3.2,1.33,3.4,5,0.92,very high
United States,45,Male,0,ltuni,unemployed,1e4,NA,0,0,Medium-Sized,Divorced,0,0,2,3,3,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,3,4,4,2,3,4,4,4,4,4,4,2,4,1,1,1,1,1,1,1,2.8,3.8,3.6,1,0.92,very high
United States,55,Male,1,deg,full-time,15e4,director,0,6,Large-City,Married,0,2,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4,4,4,3,3,3,4,3,4,3,4,3,2,2,2,2,1,1,3.6,3.87,3.55,2.2,0.92,very high
United States,32.5,Female,0,phd,full-time,67500,Education,5,0,Large-City,Single,0,0,3,2,3,1,1,1,1,3,2,2,2,3,3,3,2,4,2,3,1,3,3,1,1,5,2,3,4,3,4,1,1,4,1,3,3,3,3,4,5,4,2,3,3,4,2,1,0,2,2.33,2.9,2.8,0.92,very high
United States,32.5,Female,0,phd,full-time,45e3,NA,0,0,Small City,Single,0,0,4,4,5,3,3,1,1,4,4,3,5,5,2,2,3,5,4,1,4,3,4,1,2,4,3,3,3,4,5,4,4,4,3,4,5,4,2,3,4,2,5,5,5,5,4,1,1,3.8,3.13,3.4,4.8,0.92,very high
United States,45,Female,0,ma,full-time,87500,senior consultant,5,0,Large-City,Married,0,0,3,2,4,2,2,1,2,4,3,2,1,3,2,1,4,3,4,2,4,2,3,3,2,5,2,2,3,3,2,2,4,2,2,3,3,4,3,2,3,2,4,4,4,4,4,0,0,2.6,2.53,2.75,4,0.92,very high
United States,21,Female,0,deg,student,1e4,NA,4,0,Large Town,Single,0,0,3,4,5,2,2,1,1,4,3,1,2,3,3,1,3,2,2,4,1,1,4,1,3,3,4,3,3,4,3,2,2,3,2,3,2,5,3,2,4,4,3,3,4,4,3,1,0,3.2,2.13,3,3.4,0.92,very high
United States,21,Female,0,ltuni,student,1e4,Physical Science Technician,0,11,Medium-Sized,Single,0,0,3,3,3,1,1,1,1,4,2,1,2,3,3,1,3,2,3,3,3,2,3,1,2,5,1,1,3,3,4,2,2,2,1,3,4,2,3,2,3,4,3,4,5,5,5,1,0,2.2,2.27,2.55,4.4,0.92,very high
United States,21,Female,0,deg,full-time,35e3,letter carrier,0,6,Large-City,Single,0,0,4,3,3,3,3,1,4,5,5,3,4,4,4,3,4,2,4,2,5,3,4,2,4,5,4,4,4,4,3,3,4,4,3,4,5,2,4,4,4,4,2,2,3,2,4,1,1,3.2,3.53,3.75,2.6,0.92,very high
United States,28,Female,0,ltuni,student,15e3,NA,2,0,Large-City,Single,0,0,3,2,2,3,3,2,1,2,2,3,1,2,3,2,4,4,2,4,1,4,4,1,4,5,4,3,3,3,4,1,4,3,3,3,3,5,2,4,3,3,2,2,4,3,3,1,0,2.6,2.47,3.25,2.8,0.92,very high
United States,22,Male,0,deg,student,1e4,NA,4,0,Large-City,Single,0,0,3,3,3,3,3,1,2,4,2,2,3,4,3,2,4,2,3,4,1,2,3,2,3,4,1,3,3,4,4,2,2,4,1,3,4,3,2,3,4,4,3,4,3,4,3,1,1,3,2.6,2.95,3.4,0.92,very high
United States,28,Male,0,deg,full-time,55e3,NA,0,3,Large-City,Single,0,0,2,3,2,2,2,1,3,5,4,2,1,3,1,1,3,5,4,5,2,3,4,2,2,3,2,2,2,3,3,5,2,2,1,1,1,5,5,2,4,3,3,3,3,2,5,1,0,2.2,2.87,2.7,3.2,0.92,very high
United States,55,Female,1,high,full-time,55e3,letter carrier,23,0,Large Town,Divorced,4,0,4,3,3,3,3,5,3,4,3,4,2,4,4,3,4,5,4,4,4,5,5,3,5,5,5,3,5,4,4,3,3,3,5,5,4,5,5,5,5,5,3,3,4,4,4,1,1,3.2,3.87,4.35,3.6,0.92,very high
United States,32.5,Male,0,ma,part-time,15e3,Education,0,7,Large-City,Married,0,0,4,5,5,4,4,1,3,5,5,3,2,3,5,4,4,3,4,2,5,4,4,5,4,5,5,4,4,2,4,4,4,4,1,4,4,5,3,4,4,4,2,2,2,2,2,1,1,4.4,3.53,3.9,2,0.92,very high
United States,37.5,Male,0,ma,student,15e3,Graduate Assistant,2,7,Large-City,Married,0,0,5,5,5,3,3,1,2,5,4,4,1,5,4,3,4,1,3,2,4,2,5,1,3,5,1,2,4,4,5,4,5,4,3,4,4,5,3,5,3,5,3,3,3,3,3,1,1,4.2,3,3.75,3,0.92,very high
United States,55,Male,0,ma,full-time,87500,film editor,23,0,Large-City,Divorced,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,0,0,1,1.07,1,5,0.92,very high
United States,28,Male,0,ltuni,student,15e3,insurance broker's assistant,10,0,Small City,Single,0,0,4,3,3,4,3,5,1,1,2,4,4,2,3,4,4,1,1,2,1,4,4,3,1,5,1,4,4,3,4,3,3,3,3,2,3,1,3,2,3,3,2,5,3,4,4,1,NA,3.4,2.6,2.9,3.6,0.92,very high
United States,21,Female,0,deg,student,1e4,NA,3,9,Large Town,Single,0,0,4,4,5,4,4,2,4,5,4,4,3,4,5,4,4,3,4,5,3,3,4,5,3,4,4,4,4,4,4,2,4,4,3,4,4,5,4,4,5,4,1,1,1,1,1,1,1,4.2,3.8,3.95,1,0.92,very high
United States,28,Female,0,deg,student,15e3,NA,1,8,Small City,Single,0,0,4,4,3,3,3,3,1,5,3,3,4,4,4,3,5,4,1,5,2,5,5,3,4,3,1,5,4,3,5,3,3,3,5,5,5,5,4,4,5,5,4,4,4,5,3,1,1,3.4,3.47,4,4,0.92,very high
United States,20,Female,0,ltuni,student,1e4,NA,NA,0,Large-City,Single,0,0,2,2,3,2,2,1,1,2,2,1,1,2,1,1,3,3,3,4,2,1,2,2,2,1,2,2,3,3,3,3,3,2,1,3,2,4,3,3,2,2,3,4,4,4,5,0,0,2.2,1.87,2.4,4,0.92,very high
United States,45,Female,0,ma,full-time,87500,Software & IT,4,5,Large-City,Single,0,0,4,5,5,5,5,2,1,4,3,2,4,4,4,3,4,5,3,5,2,4,4,5,4,2,5,4,5,3,5,2,5,5,3,5,5,5,5,5,5,5,1,3,1,3,1,1,1,4.8,3.33,4.35,1.8,0.92,very high
United States,45,Female,1,deg,unemployed,15e4,home maker,10,0,Small City,Married,1,0,5,5,3,2,2,2,1,2,1,2,2,1,3,2,2,2,1,2,2,4,4,2,2,5,2,3,3,3,4,2,3,4,3,3,3,3,2,3,4,3,3,5,4,3,2,1,0,3.4,1.93,3.05,3.4,0.92,very high
United States,55,Female,1,phd,retired,NA,NA,0,0,Small Town,Married,0,3,2,2,2,2,2,2,1,4,2,2,1,3,1,2,2,3,3,4,3,3,3,2,2,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,1,4,4,4,4,4,0,0,2,2.4,2.55,4,0.92,very high
United States,45,Female,0,ltuni,unemployed,1e4,self employeed,10,0,Small City,Married,0,0,4,4,5,4,4,2,2,4,4,4,4,4,5,4,4,2,4,2,2,4,4,3,4,4,3,2,2,5,4,2,3,4,1,3,5,3,1,3,3,3,2,1,2,3,5,1,1,4.2,3.4,3.1,2.6,0.92,very high
United States,24,Female,0,ma,student,15e3,Research Assistant,0,2,Large-City,Single,0,0,4,4,4,4,4,2,4,5,5,5,5,5,5,5,5,4,5,3,5,5,5,3,3,4,3,4,4,4,4,4,5,5,3,3,4,4,4,4,5,5,3,3,3,3,3,1,1,4,4.53,4,3,0.92,very high
United States,32.5,Female,0,ma,student,15e3,NA,2,9,Medium-Sized,Divorced,0,0,3,3,3,2,2,2,1,2,2,2,1,1,2,1,2,3,1,1,2,1,2,2,1,1,4,5,1,4,2,2,1,4,4,3,1,3,1,2,1,1,2,3,1,2,2,0,0,2.6,1.6,2.25,2,0.92,very high
United States,45,Male,1,phd,full-time,25e4,Healthcare,3,7,Medium-Sized,Married,1,0,5,5,5,5,5,1,3,5,5,4,1,4,3,3,4,3,4,2,4,4,4,4,4,5,4,5,4,5,4,3,4,4,1,5,4,1,4,4,5,4,3,3,3,3,3,1,0,5,3.33,3.9,3,0.92,very high
United States,37.5,Female,0,ma,full-time,87500,NA,6,0,Large-City,NA,0,0,3,3,3,2,2,1,4,5,5,2,1,1,4,1,2,2,4,4,4,1,4,3,4,5,3,3,4,4,3,2,4,4,2,3,4,5,4,3,3,5,3,4,4,3,4,1,0,2.6,2.73,3.6,3.6,0.92,very high
United States,45,Male,0,ltuni,full-time,35e3,Shipping/receiving/warehouse mgnt,7,0,Large-City,Single,0,0,5,5,5,4,4,2,2,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,2,2,2,2,2,1,1,4.6,3.53,3.8,2,0.92,very high
United States,55,Female,1,dip,part-time,25e3,Graphic Designer,30,0,Large-City,Married,0,0,3,4,4,4,2,4,3,4,4,3,1,4,3,1,5,5,5,3,4,4,5,4,3,4,4,3,4,4,5,4,4,4,4,2,4,1,2,4,4,4,2,2,2,3,2,1,1,3.4,3.53,3.65,2.2,0.92,very high
United States,25,Male,1,deg,unemployed,15e3,NA,0,2,Small City,Married,1,0,3,4,4,3,4,1,1,5,2,4,3,2,4,3,5,3,2,5,1,4,4,3,4,4,3,4,4,4,4,2,3,3,4,5,4,4,3,4,3,4,2,3,1,1,1,1,1,3.6,3,3.65,1.6,0.92,very high
United States,24,Female,0,ma,student,25e3,NA,1,8,Small City,Single,0,0,3,3,1,1,1,1,1,4,4,3,4,2,4,3,4,4,3,4,2,3,3,2,3,3,4,4,3,3,5,4,4,4,3,4,5,4,3,3,3,3,3,3,4,4,4,1,0,1.8,3.07,3.5,3.6,0.92,very high
United States,45,Male,1,phd,full-time,15e4,NA,6,0,Large-City,Married,0,0,3,3,4,3,2,1,2,5,3,3,2,1,3,3,2,4,3,4,3,2,3,2,2,4,3,4,3,4,3,3,4,4,1,1,3,2,2,3,2,2,3,3,3,3,1,0,0,3,2.73,2.75,2.6,0.92,very high
United States,22,Female,0,dip,part-time,15e3,Education,0,1,Small City,Single,0,0,4,3,2,2,2,1,1,1,4,3,5,3,3,1,2,2,1,1,1,1,2,1,2,2,2,2,3,3,3,4,5,4,1,1,4,4,3,2,3,3,3,5,2,3,4,1,1,2.6,2,2.7,3.4,0.92,very high
United States,21,Female,0,deg,student,1e4,NA,0,0,Medium-Sized,Single,0,0,4,4,4,3,3,1,1,5,3,3,2,3,4,2,3,3,3,2,3,2,4,3,4,2,3,2,4,4,4,2,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,1,1,3.6,2.67,3.4,4,0.92,very high
United States,28,Male,0,ma,part-time,25e3,Artist,2,0,Large-City,Single,0,0,4,4,3,3,3,3,2,5,3,3,4,2,2,3,4,5,3,3,2,4,4,3,2,4,4,4,4,4,4,2,3,4,4,4,3,4,3,4,3,5,4,3,5,4,5,1,0,3.4,3.2,3.6,4.2,0.92,very high
United States,45,Male,0,phd,full-time,55e3,Education,14,11,Small City,Married,0,0,2,2,2,2,2,1,1,1,5,4,3,5,2,4,5,1,3,1,5,4,5,2,1,2,5,1,5,2,3,3,5,5,1,4,3,5,3,2,4,2,4,5,4,5,1,1,1,2,3,3.15,3.8,0.92,very high
United States,37.5,Male,0,ma,full-time,87500,Senior Policy Advisor,0,4,Large-City,Single,0,0,5,3,4,3,3,4,3,3,4,4,3,5,3,3,3,4,5,4,4,5,5,4,2,4,3,2,3,4,3,3,5,3,3,3,3,4,3,4,5,3,3,3,4,2,1,1,1,3.6,3.8,3.45,2.6,0.92,very high
United States,37.5,Female,0,phd,part-time,NA,medical sonographer,0,3,Large-City,Married,0,0,4,3,1,1,1,1,2,3,4,5,5,3,3,3,4,1,4,1,3,5,4,1,1,5,3,2,1,1,4,3,1,3,1,1,3,1,2,4,3,5,2,4,1,3,3,1,1,2,3.13,2.45,2.6,0.92,very high
United States,21,Male,0,ltuni,student,1e4,NA,4,0,Medium-Sized,Single,0,0,4,2,4,3,3,2,3,2,4,4,3,4,4,3,4,2,3,2,4,4,4,2,2,3,2,2,4,3,4,4,4,4,2,2,3,4,4,3,4,3,3,4,4,5,4,1,1,3.2,3.2,3.15,4,0.92,very high
United States,28,Female,0,ma,student,25e3,NA,2,7,Medium-Sized,Single,0,0,3,4,2,1,1,2,3,4,5,5,5,5,2,5,5,2,2,2,5,5,5,1,3,5,4,2,5,4,5,3,1,5,2,2,4,1,1,5,5,4,3,2,4,4,4,1,1,2.2,3.8,3.35,3.4,0.92,very high
United States,55,Female,1,phd,full-time,55e3,Education,7,0,Small City,Divorced,1,2,4,4,4,2,2,2,2,1,3,3,3,3,3,3,4,4,3,4,3,3,4,2,3,3,4,2,4,4,4,3,4,4,3,4,3,4,4,3,4,3,3,2,2,3,2,1,1,3.2,2.93,3.45,2.4,0.92,very high
United States,24,Female,0,ltuni,student,15e3,Healthcare,4,0,Small City,Single,0,0,3,2,3,2,2,2,3,5,3,2,1,5,3,2,3,2,3,4,1,1,2,4,3,5,4,2,2,4,3,3,2,2,2,3,4,2,3,3,2,3,3,4,3,4,3,1,1,2.4,2.67,2.9,3.4,0.92,very high
United States,22,Female,0,ltuni,part-time,1e4,Education,0,2,Large-City,Single,0,0,3,3,2,2,2,4,3,5,3,3,1,4,4,2,4,4,4,5,4,3,3,2,3,4,3,3,3,4,2,4,4,3,4,4,4,3,3,4,4,4,2,2,3,3,4,1,1,2.4,3.53,3.4,2.8,0.92,very high
United States,22,Female,0,ltuni,student,1e4,NA,0,0,Large-City,Single,0,0,3,2,4,2,2,1,1,1,2,2,3,4,4,2,3,2,2,2,2,2,2,2,2,3,2,3,2,4,3,2,2,3,2,3,3,3,2,2,2,2,4,4,4,4,4,1,1,2.6,2.2,2.45,4,0.92,very high
United States,55,Female,0,phd,retired,35e3,retired,2,9,Large-City,Married,0,0,3,3,1,2,1,1,1,2,3,3,4,2,3,3,3,3,2,2,2,3,4,3,2,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,4,3,3,4,4,4,2,0,0,2,2.47,3.35,3.4,0.92,very high
United States,20,Male,0,ltuni,student,1e4,NA,NA,0,Large-City,Single,0,0,4,4,4,2,2,2,2,5,4,2,2,3,4,1,4,3,2,4,2,2,4,3,3,5,2,2,4,4,4,2,4,5,2,2,5,5,4,4,4,4,3,4,4,3,4,1,1,3.2,2.8,3.6,3.6,0.92,very high
United States,45,Female,0,phd,full-time,15e4,Attorney,10,0,Large-City,Single,0,0,3,5,2,2,2,4,1,3,2,1,3,2,3,2,2,4,1,4,1,4,4,3,3,4,1,2,4,2,4,1,1,3,4,3,3,4,4,3,3,4,1,2,2,3,2,1,1,2.8,2.47,3,2,0.92,very high
United States,45,Male,1,phd,full-time,67500,Education,6,0,Large-City,Married,0,0,3,4,3,2,2,2,2,5,3,2,3,4,5,2,4,4,3,3,3,4,4,1,4,1,3,2,3,4,4,5,3,4,3,4,4,5,4,4,4,3,3,3,5,5,4,1,1,2.8,3.27,3.45,4,0.92,very high
United States,45,Female,0,phd,full-time,67500,Education,17,0,Medium-Sized,Divorced,0,0,2,3,3,2,2,4,1,2,2,5,4,4,4,3,3,4,2,4,1,4,4,2,1,4,5,3,4,3,4,2,2,4,4,3,4,4,3,4,4,5,3,3,2,3,3,1,1,2.4,3.13,3.45,2.8,0.92,very high
United States,32.5,Female,0,ma,full-time,67500,Director of Contract Management,2,6,Large-City,Single,0,0,5,3,3,3,3,2,4,4,5,5,5,5,5,5,5,4,5,3,5,2,5,4,4,5,4,4,5,4,5,5,4,5,3,3,4,5,5,4,5,4,2,3,3,3,2,1,1,3.4,4.27,4.35,2.6,0.92,very high
United States,37.5,Female,1,deg,full-time,87500,Writer,0,3,Small Town,Married,0,2,4,4,3,2,2,2,2,4,4,4,2,4,5,5,5,3,4,3,2,3,4,3,2,3,4,3,5,4,5,4,4,5,3,3,5,5,3,5,5,3,4,4,4,4,4,1,1,3,3.47,3.9,4,0.92,very high
United States,28,Female,0,ma,student,25e3,NA,2,0,Large-City,Single,0,0,4,2,5,4,4,3,2,4,4,4,1,2,5,3,5,4,3,5,1,4,5,4,3,5,4,2,5,5,5,4,3,5,4,2,5,5,3,5,5,5,3,5,4,5,3,1,0,3.8,3.33,4.2,4,0.92,very high
United States,21,Female,0,ltuni,student,1e4,NA,NA,0,Medium-Sized,Single,0,0,4,4,3,1,1,1,3,5,4,2,1,1,3,1,2,4,4,3,3,1,2,2,1,3,1,1,3,4,4,2,3,3,1,2,3,5,1,3,2,3,5,5,5,5,5,0,0,2.6,2.53,2.45,5,0.92,very high
United States,28,Female,0,ma,full-time,67500,analyst,1,0,Large-City,Single,0,0,4,4,4,2,2,3,3,5,4,2,3,3,4,3,3,2,5,3,3,3,4,2,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,2,2,1,0,3.2,3.27,3.55,2.4,0.92,very high
United States,37.5,Female,0,phd,full-time,15e4,financial risk manager,0,10,Large-City,Single,0,0,3,1,1,1,1,1,1,2,3,3,1,1,1,3,2,3,1,2,1,2,3,1,1,5,2,5,3,2,3,3,3,3,1,3,3,3,2,2,3,2,3,3,3,3,3,0,0,1.4,1.8,2.65,3,0.92,very high
United States,25,Male,0,deg,full-time,35e3,Marketing,0,5,Medium-Sized,Single,0,0,2,4,2,2,2,2,1,2,2,3,4,2,2,3,3,3,2,2,1,4,3,1,2,4,3,1,4,3,4,1,2,4,4,2,3,4,2,4,3,4,3,3,4,2,4,1,0,2.4,2.4,2.9,3.2,0.92,very high
United States,45,Female,1,ltuni,full-time,35e3,office,23,0,Large Town,Separated,0,0,2,4,5,4,4,4,3,4,5,4,4,4,5,4,5,4,4,4,2,5,5,4,4,5,4,3,4,5,4,5,4,5,4,4,5,4,3,5,4,3,3,3,3,3,2,1,1,3.8,4.07,4.2,2.8,0.92,very high
United States,19,Female,0,dip,student,1e4,NA,NA,0,Small City,Single,0,0,4,4,3,4,4,1,2,4,3,4,1,3,3,3,4,3,4,4,2,2,2,1,3,2,3,4,4,4,4,3,2,4,2,4,4,3,3,4,4,4,2,3,3,3,2,1,1,3.8,2.87,3.2,2.6,0.92,very high
United States,55,Female,1,ltuni,full-time,45e3,NA,2,6,Large-City,Single,0,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,4,1,4,1,3,2,1,1,1,4,4,3,1,2,1,2,1,4,4,2,4,4,2,1,2,3,3,4,4,4,0,0,1,1.87,2.3,3.6,0.92,very high
United States,45,Female,0,deg,part-time,55e3,Self employed Public Relations,0,3,Medium-Sized,Divorced,0,0,4,4,4,4,4,2,2,3,2,4,2,4,3,4,4,4,2,3,2,4,4,4,4,4,5,4,4,3,4,1,4,4,4,2,3,4,4,3,4,4,3,3,4,4,4,1,1,4,3,3.65,3.6,0.92,very high
United States,28,Female,0,ma,full-time,45e3,policy analyst,0,8,Large-City,Single,0,0,4,4,4,3,3,2,1,5,4,2,2,3,4,2,2,2,3,5,3,3,4,1,2,4,4,1,4,5,4,3,4,4,4,1,4,3,4,4,3,5,3,3,3,4,4,1,0,3.6,2.87,3.4,3.4,0.92,very high
United States,55,Male,0,phd,part-time,15e3,Attorney,5,7,Large-City,Single,0,0,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,3,5,4,4,4,5,2,3,4,4,4,5,4,5,5,4,4,5,4,4,4,4,5,5,5,2,3,3,3,2,1,1,4,4.6,4.25,2.6,0.92,very high
United States,45,Male,1,phd,full-time,67500,Education,7,0,Small City,Married,0,2,4,4,4,2,2,1,1,1,1,2,4,3,2,5,2,3,1,5,1,3,4,1,1,2,2,2,3,2,5,1,1,4,3,1,2,5,2,5,3,4,3,1,2,1,1,1,0,3.2,2.33,2.65,1.6,0.92,very high
United States,32.5,Male,0,deg,full-time,NA,Technology (CTO),0,9,Large-City,Single,0,0,2,1,2,2,2,1,1,5,1,2,2,3,5,1,4,3,1,3,1,3,3,2,3,5,1,3,3,3,3,1,2,3,1,2,5,4,2,4,4,4,5,5,4,4,3,0,0,1.8,2.4,2.9,4.2,0.92,very high
United States,24,Female,0,phd,full-time,15e4,associate at law firm,0,1,Large-City,Single,0,0,3,1,4,2,2,1,4,3,4,2,3,4,3,2,4,4,4,4,4,3,3,1,2,5,4,4,2,4,3,3,4,5,2,3,3,4,4,4,3,3,3,2,4,5,2,1,0,2.4,3.27,3.3,3.2,0.92,very high
United States,32.5,Male,0,ma,full-time,67500,Pastor ; Life coach  clergy,5,0,Medium-Sized,Married,0,0,2,2,1,1,1,1,2,3,3,2,3,1,3,2,3,3,3,2,2,3,3,1,2,1,3,1,3,2,3,1,2,3,2,4,3,2,1,4,2,2,4,5,5,5,5,1,0,1.4,2.4,2.25,4.8,0.92,very high
United States,37.5,Female,0,ma,full-time,35e3,researcher,1,0,Large-City,Single,0,0,3,5,5,5,5,4,5,3,5,5,5,5,3,4,5,5,5,4,5,5,4,5,4,4,4,1,5,3,5,5,5,5,4,3,4,5,5,3,2,4,2,2,4,4,3,1,1,4.6,4.53,4,3,0.92,very high
United States,32.5,Female,0,phd,full-time,15e4,Education,0,1,Large-City,Single,0,0,4,3,3,2,2,1,2,3,3,3,1,1,3,3,3,1,3,3,2,1,3,1,1,4,2,3,3,3,3,2,2,3,1,1,3,2,1,3,3,3,5,5,4,4,3,1,0,2.8,2.2,2.35,4.2,0.92,very high
United States,20,Female,0,deg,student,NA,NA,0,0,Large-City,Single,0,0,4,3,3,1,1,1,3,4,4,4,5,5,4,1,5,3,5,3,5,4,5,3,3,4,4,2,4,2,5,5,3,5,3,4,4,3,3,4,4,5,3,2,2,3,1,1,1,2.4,3.73,3.75,2.2,0.92,very high
United States,28,Female,0,ma,student,25e3,NA,0,0,Small City,Single,0,0,3,3,2,2,2,1,2,2,3,2,2,2,1,2,2,1,2,2,2,2,2,1,2,4,1,4,4,1,4,2,2,4,1,2,2,2,2,2,3,1,3,3,2,2,2,1,0,2.4,1.87,2.3,2.4,0.92,very high
United States,67.5,Female,1,ma,full-time,87500,Please specify title Manager for Regulat,5,0,Large-City,Divorced,1,1,2,1,1,1,1,1,1,1,2,1,5,1,2,1,3,3,2,3,2,1,4,1,1,3,1,1,1,1,3,1,1,1,1,1,5,3,1,2,3,3,3,4,3,5,2,1,0,1.2,1.93,1.9,3.4,0.92,very high
